"V","PE"
46.63,453.34
55.5,455.93
73.77,432.21
67.69,429.58
43.41,461.06
44.89,458.09
69.84,433.24
49.16,445.72
71.77,431.07
68.94,431.48
60.95,449.43
64.44,439.3
67.9,434.14
41.04,479.08
64.45,457.8
66.56,435.75
40.55,473.79
65.59,444.9
44.58,475.37
39.61,478.35
39.4,475.34
69.13,431.24
60.07,453.47
41.14,481.49
69.13,436.67
41.4,477.65
40.46,472.16
42.74,468.87
67.07,433.89
40.77,479.82
57.19,435.57
51.43,438.43
65.48,443.43
41.26,478.02
46.48,455.64
72.99,439.12
43.77,448.42
43.13,479.14
69.34,435.51
62.26,445.33
39.28,471.27
71.06,431.87
41.92,463.9
41.16,473.19
66.56,436.94
57.76,453.74
71.77,429.39
58.79,448.89
74.93,440.79
52.9,461.15
73.5,438.56
42.67,446.95
71.97,430.53
50.05,442.85
77.95,431.97
58.59,442.64
65.74,441.65
64.33,441.51
64.27,445.4
39.37,488.17
59.07,442.83
68.08,448.71
59.39,438.54
41.17,479.28
69.04,442.48
48.6,459.85
40.35,486.79
40.56,481.7
65.74,440.26
37.73,481.03
63.76,435.75
68.14,425.11
58.46,450.66
38.47,466.26
59.21,443.31
45,473.12
40.73,464.7
75.23,437.93
68.24,427.22
39.82,480.61
41.62,463.87
63.9,451.44
39.39,464.36
65.94,452.82
79.74,435.99
70.8,435.99
59.39,438.64
44.58,465.51
58.86,448.32
41.17,479.7
63.77,439.75
54.3,463.75
67.07,443.46
40.56,470.19
50.16,444.99
59.22,441.58
46.93,447.54
72.43,430.06
39.54,462.56
50.32,444.89
39.22,474.07
47.93,444.77
58.59,442.93
45.61,457.91
39.61,483.94
35.77,480.36
40.35,476.41
39.18,468.98
41.17,476
59.15,442.53
71.73,430.89
70.04,430.26
73.17,430.98
64.79,440.53
42.02,472.63
41.79,461.37
71.14,464.18
49.21,446.23
62.91,441.04
64.15,447.95
43.7,464.26
44.34,468.8
68.3,437.25
41.1,460.76
58.59,455.05
73.03,438.93
51.19,447.96
69.13,434.34
50.32,446.33
39.72,459.83
70.17,430.92
44.6,464.56
73.18,436.33
45,467.08
41.17,484.2
49.5,454.01
68.3,431.27
39.39,467.85
67.71,442.45
40.05,473.92
39.72,476.8
63.78,446.95
73.42,432.2
72.58,425.14
49.83,453.8
60.77,440.68
60.06,450.16
40.64,475.65
67.79,442.43
52.9,463.93
39.52,469.47
35.79,484.25
40.77,470.84
41.39,478.75
41.58,465.86
68.08,434.54
41.4,474.16
40.8,482.85
68.94,427.06
66.44,430.11
49.83,469.52
61.5,439.49
58.79,446.49
41.66,475.61
64.05,440.62
79.74,430.83
65.12,440.06
63.31,443.54
46.97,456.08
68.24,428.67
62.26,443.58
36.24,477.89
36.24,478.69
38.91,488.85
57.25,451.75
74.33,433.16
63.09,445.86
71.85,428.49
53.16,456.55
70.04,436.46
41.14,481.02
45.01,459.31
42.85,480.98
43.22,466.85
49.25,463.4
54.2,440.11
51.95,451.84
64.79,454.59
72.25,434.22
41.23,466.36
62.1,453.3
44.71,463.05
67.45,428.35
40.46,469.06
42.07,475.14
42.28,466.49
73.67,428.92
71.32,433.44
63.13,439.76
35.47,489.68
43.22,468.49
48.14,460.75
49.78,455.33
61.27,455.29
49.02,437.9
58.79,446.29
40.67,489.02
59.15,439.42
71.58,429.27
67.71,441.71
45.08,464.7
65.61,443.73
74.99,432.79
35.77,480.06
63.91,444.9
48.98,453.28
40.89,472.4
63.47,442.75
49.83,452.84
71.32,431.96
41.2,474.26
57.5,446.26
73.5,432.06
39.42,481.28
39.58,469.94
39.58,479.91
36.66,480.2
63.78,448.82
69.05,442.82
39.33,491.77
40.27,489.1
73.9,440.79
44.77,473.9
65.71,445.49
63.91,447.64
73.21,437.02
42.85,479.8
37.49,484.85
49.3,437.44
73.88,438.12
40.22,477.78
37.85,471.05
42.03,482.26
49.25,453.49
79.74,434.77
43.71,467.8
50.88,460.44
62.39,439.29
46.36,462.81
52.05,458.62
39.39,470.98
62.4,445.22
69.51,434.38
39.39,471.44
39.85,483.01
72.99,429.12
70.4,437.98
60.95,443.73
71.85,429.57
70.32,436.45
68.24,430.63
69.05,425.41
70.04,437.53
42.77,463.37
39.33,494.9
44.05,442.69
38.18,476.54
68.12,436.95
53.29,455.71
74.9,433.74
38.62,467.41
58.9,440.93
43.14,466.75
42.8,460.43
58.46,439.25
71.94,437.97
52.9,455.57
40.05,474.29
41.17,490.23
41.58,460.44
41.48,451.93
39.69,472.54
67.79,444.68
74.16,433.08
41.35,466.73
42.28,467.3
41.67,474.81
38.91,470.39
70.32,430.22
75.33,433.03
41.26,474.76
45.01,457.01
58.2,455.14
65.59,439.14
77.95,434.44
62.52,448.37
70.79,432.25
76.09,430.32
64.63,449.27
59.74,452
42.02,471.07
39.9,490.68
74.99,440.91
52.9,458.34
41.74,473.44
70.98,432.64
69.51,431.12
69.05,432.56
41.17,488.53
62.66,439.93
71.97,435.86
46.21,456.77
44.06,451.4
62.26,436.37
69.94,443.59
42.86,475.03
45.01,467.18
42.86,467.12
69.34,438.5
63.78,443.8
41.92,482.58
58.84,446.51
72.43,437.55
68.08,433.72
73.56,437.07
44.88,462.72
67.83,438.36
41.79,459.14
66.51,458.41
69.23,433.92
60.84,445.71
35.19,489.44
44.9,457.75
59.92,438.67
49.69,452.94
64.15,450.08
65.18,441.18
67.07,429.93
63.47,448.17
44.71,466.38
44.9,457.61
44.03,474.26
46.21,440.87
41.54,483.82
40.27,492.85
40.05,474.2
74.99,436.77
52.05,460.31
67.9,428.26
67.83,429.46
65.46,455.17
58.79,439.2
67.69,426.64
63.9,441.3
44.88,465.72
45.51,465.35
56.03,465.17
61.86,441.24
39.82,470.19
60.27,443.44
73.67,429.64
70.04,429.85
37.2,470.42
43.13,471.08
44.58,473.01
62.52,447.19
68.12,440.28
43.13,477.57
37.64,463.98
39.72,469.38
41.16,462.72
37.73,474.65
63.21,440.74
71.94,432.49
67.07,446.44
41.46,481.94
39.48,484.55
41.58,469.03
74.78,439.82
59.74,440.13
40.89,466.47
40.8,485.06
43.71,472.32
77.17,430.53
74.99,437.06
37.5,472.86
68.51,427.62
64.63,451.86
71.64,436.31
41.76,459.72
63.07,443.04
41.46,480.32
66.91,439.74
48.98,447.1
42.03,467.6
50.78,443.98
43.71,462.66
77.17,439.12
58.86,444.42
42.42,462.19
68.51,429.83
46.21,448.74
70.32,435.27
41.1,467.99
66.25,443.44
35.47,489.07
49.02,445.31
59.21,450.86
73.77,433.34
61.86,439.65
49.83,466.04
68.61,448.71
50.05,442.97
70.8,432.33
48.98,452.52
41.66,467.06
70.94,430.06
70.47,436.16
71.32,434.68
63.47,442.94
39.28,469.27
63.91,440.39
69.4,430.68
52.9,456.08
61.86,439.74
58.2,446.88
39.61,467.19
39.58,467.8
40.77,482.9
41.49,475.69
73.17,430.56
58.79,444.79
44.92,462.12
58.41,446.68
72.39,432.02
45.09,469.49
59.27,439.69
54.2,448.89
70.04,430.2
58.96,453.42
40.11,479.76
58.95,442.71
49.69,454.74
53.53,432.43
69.48,436.02
35.57,489.36
39.16,468.49
38.68,487.4
56.53,457.94
39.61,478.79
60.96,450.15
50.16,445.33
67.25,444.5
40.69,473
41.16,459.84
45.01,468.64
63.13,443.41
69.88,443.24
45.38,458.19
69.05,444.35
62.91,447.76
50.12,448.07
56.65,459.14
40,479.62
61.02,436.44
39.82,476.96
68.31,440.07
69.05,426.61
68.12,441.54
39.64,482.22
65.48,444.38
40.66,463.53
40.79,459.96
39.22,472.76
41.92,462.69
36.3,479.6
39.16,463.2
41.03,490.47
38.5,490.92
40.56,477.41
56.53,455.56
59.15,450.81
43.41,461.96
49.15,456.92
43.5,468.28
41.67,458.91
38.91,486.05
56.03,454.67
41.67,469.93
41.48,460.76
44.85,463.31
66.51,439.48
58.9,444.4
71.58,435.99
44.6,461.07
50.78,446.35
40.96,488.82
50.05,438.66
39.39,465.57
68.27,426.3
41.31,485.08
71.94,433.3
49.78,452.02
41.49,469.6
58.98,448.31
42.74,467.22
40.83,471.82
68.14,438.4
42.34,474.55
60.1,452.39
44.9,463.27
41.31,486.6
40.83,469.75
43.02,470.14
40.07,493.72
51.43,450.04
58.49,449.12
74.67,427.84
40,454.64
46.63,452.6
66.75,432.87
63.86,447.84
71.97,434.96
44.9,463.49
73.5,437.73
34.03,487.17
41.16,454.15
67.32,446.7
71.29,444.71
41.04,465.89
70.32,435.98
59.87,445.34
37.5,473.9
67.79,441.29
70.79,436.74
45.01,462.21
47.45,443.13
43.67,467.09
44.78,470.17
63.07,451.71
69.84,428.6
42.23,462.73
43.72,467.8
43.79,460.2
60.37,440.64
69.48,428.75
67.32,438.36
65.38,453.58
38.73,472.33
73.03,437.65
65.94,448.77
68.14,426.56
62.96,442.83
63.31,438.39
40.77,480.15
64.84,443.65
38.5,484.81
48.92,455.53
73.06,434.9
41.38,492.12
70.02,437.82
58.59,449.41
50.16,448.28
44.84,467.95
43.8,478.25
70.32,439
65.61,447.42
72.29,430.98
74.22,430.3
60.29,449.57
68.24,432.05
41.85,465.05
36.71,465.32
40.92,474.51
66.25,441.07
61.08,447.46
40.1,470.92
39.9,484.05
47.93,437.13
40.43,490.96
34.69,481.83
36.25,481.74
41.2,475.19
57.32,440.26
65.61,442.64
51.43,452.94
48.06,455.27
69.13,432.04
58.46,449.63
43.67,475.41
69.48,436.16
67.69,430.62
48.92,452.56
70.02,441.66
53.82,459.01
41.26,482.1
50.05,444.43
40.71,465.74
70.72,437.72
57.17,447.75
73.68,435.95
59.04,444.51
61.86,439.55
67.9,445.18
67.79,444.09
44.63,458.78
38.08,486.92
40.62,482.82
68.3,436.66
58.49,445.87
67.32,441.93
65.46,448.83
41.93,479.61
42.07,486.41
42.74,470.9
43.56,469.35
63.31,454.14
72.29,446.77
49.39,455.34
65.94,450.5
69.75,433.28
73.77,431.7
66.54,437.99
43.99,460.25
71.94,435.06
67.25,446.15
40.81,483.38
71.77,428.1
44.47,467.15
65.46,448.49
50.05,440.22
58.79,450.55
38.73,470.28
50.59,455.24
41.26,475.96
41.14,474.04
40.64,477.06
47.43,445.36
50.9,456.09
49.3,443.46
63.21,449.03
50.05,436.35
41.31,481.27
37.2,467.65
39.13,468.57
44.57,445.32
44.63,453.26
68.94,436.05
57.32,444.58
47.43,448.15
59.22,442.7
44.57,444.65
42.18,458.67
62.96,445.79
41.23,463.06
42.99,464.59
64.44,440.3
39.96,467.41
53.82,463.64
77.54,431.37
41.23,465.16
69.71,435.59
69.71,435.27
43.02,474.44
58.79,447.01
41.17,484.54
67.45,434.77
44.92,462.12
49.78,451.44
70.79,425.64
35.19,487.43
66.75,433.46
42.32,467.98
74.87,442.78
48.41,441.83
38.91,479.17
42.85,485.02
68.67,439.92
41.74,448.97
39.82,479.92
25.36,470.88
52.05,456.11
38.06,484.14
67.9,447.25
58.79,447.52
42.44,478.5
67.69,437.78
45.38,459.53
70.36,440.16
41.79,461.88
60.07,439.74
39.42,482.11
40.56,488.01
40.27,493.87
65.06,450.4
48.14,448.58
40.05,473.82
60.93,435.87
71.85,425.21
62.91,444.8
38.91,482.17
40.92,476.02
69.59,434.66
60.08,450.33
72.24,436.69
65.46,454.88
41.5,477.3
62.1,453.4
42.86,471.94
51.43,445.33
73.18,438.62
72.43,439.02
40.64,474.07
40.89,467.3
58.49,446.9
37.73,470.89
61.87,444.59
43.99,458.67
69.14,432.26
59.8,451.98
71.97,442.19
51.61,457.28
40.22,482.8
43.14,463.14
62.96,444.81
44.47,465.77
42.86,466.2
40.89,462.59
71.85,441.1
77.95,430.15
40.71,473.41
71.94,430.91
74.33,437.27
41.82,477.86
44.9,456.07
40,456.41
50.9,463.28
35.57,485.86
44.68,463.82
66.51,444.87
61.47,435.35
38.91,482.09
70.47,434.02
70.02,437.48
59.39,446.79
48.41,437.58
40.22,479.56
63.31,441.3
67.45,439.45
43.7,472.22
69.84,437.57
74.34,433.73
42.99,468.61
40.35,478.7
74.22,434.54
73.17,432.83
42.32,464.67
43.5,459.42
40.73,462.59
69.48,435.2
57.85,447.09
40.22,478.21
36.71,479.02
52.84,444.66
40.56,469.9
73.18,437.27
56.65,456.89
43.79,461.93
60.95,446.09
56.65,455.79
69.94,439.66
65.59,441.49
77.24,433.69
59.07,448.61
53.3,430.27
58.86,450.67
69.13,428.74
71.64,437.76
40.92,466.46
39.96,477.12
64.45,452.33
68.28,445.23
53.82,465.24
39.59,463.04
77.54,431.77
64.44,438.09
58.82,443.86
40.69,476.67
76.86,438.41
51.43,449.82
39.99,463.74
61.45,437.05
63.09,448.34
65.12,441.22
68.3,431.82
41.4,479.68
41.79,473.73
59.21,438.39
74.99,440.25
42.28,484.21
39.66,479.97
44.71,469.12
43.14,483.49
70.72,446.48
46.93,453.99
68.14,431.27
58.86,443.79
66.75,435.02
41.38,490.81
65.06,448.26
44.63,469.57
42.42,471.28
68.51,435.91
42.28,466.62
69.23,437.08
25.36,470.96
39.69,473.55
36.71,475.13
39.18,484.65
63.31,444.37
43.69,465.89
71.85,434.1
57.76,455.75
37.91,469.63
70.47,441.14
72.58,428.83
39.35,479.81
70.32,438.46
50.66,456.11
41.54,480.26
60.37,436.14
35.79,483.2
69.34,439.26
62.44,440.55
46.48,452.37
70.02,442.47
53.82,463.09
39.64,478.05
41.66,483.51
35.57,489.96
70.32,438.15
77.24,432.88
38.18,480.86
69.04,445.35
45.87,481.27
72.43,439.02
64.69,448.76
43.56,477.88
69.13,429.28
37.8,485.96
59.43,442.5
71.97,443.09
74.87,440.47
39.64,472.31
40.77,485.75
74.33,435.82
40.73,466.71
46.93,448.35
62.44,446.12
75.6,431.18
41.1,456.44
73.5,430.45
41.26,473.6
39.99,465.25
51.43,459.42
65.06,446.98
41.38,490.07
44.34,473.42
71.77,435.46
41.82,477.52
39.48,486.07
41.43,470.41
49.39,451.84
35.79,484.41
37.64,463.93
71.58,435.2
58.96,455.55
63.21,445.26
59.04,445.52
58.79,444.01
69.84,436.75
67.07,441.45
68.08,432.59
63.94,441.46
70.32,433.71
63.9,449.38
51.43,446.56
40.55,464.13
75.23,435.28
74.9,433.32
44.06,452.68
68.14,427.53
68.94,435.93
67.9,434.7
73.06,437.01
65.59,441.27
59.07,440.6
39.28,478.88
47.43,452.53
42.86,471.19
70.79,428.41
74.9,437.44
45.01,451.63
45.01,468.07
59.21,437.49
69.75,442.57
40.96,479
71.73,436.55
59.39,437.49
60.84,444.99
56.85,440.03
69.04,442.07
68.3,435.2
39.3,464.15
49.02,438.53
68.08,442.14
39.42,490.55
69.59,435.72
40.55,472.37
73.88,439.96
62.26,433.97
38.06,481.83
44.34,468.8
68.14,425.91
52.72,455.25
52.84,439.36
54.2,448.1
35.47,486.7
43.77,449.88
68.08,440.33
41.4,473.94
76.09,432
42.18,467.69
56.9,435.16
58.9,439.06
58.82,442.76
60.37,440.75
36.25,479.94
41.31,489.11
53.16,456.86
50.88,456.78
52.08,449.62
63.87,442.13
39.18,474.35
41.49,467.44
44.34,468.8
49.82,451.42
77.24,435.74
40.83,469.75
65.06,444.6
63.94,440.16
74.67,432.61
68.51,430.22
71.32,435.89
46.18,458.4
46.33,452.82
63.77,448.9
68.14,437.83
63.13,448.02
58.46,445.05
40.6,472.53
67.83,437.49
68.3,437.12
45.08,467.74
54.2,439.71
58.12,455.85
35.76,473.74
66.86,439.97
60.07,439.43
37.83,471.79
70.32,433.08
73.67,430.89
60.27,438.24
71.85,441.52
58.12,447.86
44.89,455.2
39.72,456.18
39.28,474.13
59.27,443.94
42.8,460.26
39.82,477.99
41.17,484.54
41.62,455.71
49.15,461.78
40.79,459.06
39.64,463.49
40.81,474.64
50.59,453.8
59.8,453.83
73.42,432.44
56.53,456.48
40.64,478.08
58.9,439.54
67.83,429.95
69.13,426.14
74.78,436.77
41.58,464.45
54.2,444.97
44.05,440.2
77.17,432.48
74.87,437.43
65.06,442.32
51.43,446.91
41.26,472.54
42.85,481.24
71.58,434.82
40.07,492.96
41.31,485.2
41.17,481.18
44.63,473.23
63.94,447.69
74.34,434.2
65.51,438.78
58.12,449.6
43.77,440.64
41.54,477.24
41.39,481.88
40.69,484.94
60.1,451.93
42.07,462.77
60.27,444.19
43.8,466.78
56.03,458.04
69.13,425.5
48.7,444.9
74.16,435.69
58.96,454.26
45.01,453.45
50.32,449.23
61.41,451.99
37.5,473.32
39.04,483.24
44.71,465.49
70.94,432.44
73.06,432.73
72.99,433.18
43.77,446.05
38.91,467.83
67.83,426.85
53.16,459.52
46.18,462.88
39,464.56
41.4,479
70.72,437.55
44.05,445.07
57.25,452.03
71.64,432.93
58.86,444.77
41.58,464.45
38.5,485.29
72.24,435.25
49.83,460.45
51.86,448.04
40.22,479.14
38.28,469.23
41.01,476.15
40.27,485.54
75.6,445.84
48.06,459.36
67.32,436.64
71.14,432.72
40.22,478.43
44.78,465.57
34.69,478.65
56.89,447.86
41.26,466.88
60.32,445.36
43.14,464.48
44.92,476.81
71.58,436.77
44.6,469.96
44,462.87
52.72,473.41
66.54,431.66
68.31,443.57
64.79,445.1
58.66,450.69
68.08,433.05
38.68,482.37
40.75,477.22
71.32,432.41
66.25,438.51
68.08,441.71
41.85,467.51
40.78,471.79
65.12,447.46
54.3,468.92
44.21,465.03
44.84,464.15
70.02,448.75
40.12,460.41
48.78,448.54
39.85,480.61
41.74,486.91
38.28,469.59
70.36,438.71
40.67,485.25
66.54,428.89
45.87,464.59
59.44,444.08
70.47,433.1
73.56,436.5
73.42,439.66
39.28,477.53
39.22,473.71
58.46,449.48
68.63,450.75
58.2,448.92
43.43,449.67
52.72,461.57
66.17,443.89
51.86,450.22
49.69,460.03
41.66,463.38
63.73,440.42
70.72,448.85
70.4,442.07
73.68,432
43.34,464.22
40.03,472.59
77.54,432.82
66.48,433.37
69.88,436.37
59.44,448.67
73.17,432.07
40.66,458.55
40.64,477.79
44.88,467.68
37.85,467.33
54.5,451.67
41.16,464.08
75.6,438.24
35.19,488.42
68.12,435.85
49.5,458.41
49.64,462.6
40.96,483.92
59.87,441.61
69.98,431.44
40.69,478.19
72.99,430.59
45.87,452.71
43.43,449.07
39.22,473.27
44.03,474.15
70.32,433.46
41.2,472.42
38.53,466.92
50.9,460.68
70.79,430.07
41.44,479.63
36.3,479.52
64.84,441.3
73.68,431.86
39.52,470.67
65.61,449.91
41.4,472.95
63.87,445.11
65.59,442.71
40.23,475.47
69.13,438.08
46.21,453.29
42.34,465.36
71.32,435.25
34.03,470.2
80.25,446.15
69.82,437.38
70.94,432.33
63.94,445.78
43.02,466.2
73.5,435.45
41.04,464.91
43.79,480.28
52.05,456.07
56.53,454.86
39.72,474.64
40.2,465.25
39.69,470.78
39.28,477.51
44.2,474.02
58.79,442.34
58.33,444.46
40.1,468.19
44.34,468.8
56.89,444.86
44,471.46
52.08,448.23
44.03,471.86
41.16,469.17
41.06,475.76
25.88,466.29
67.71,449.28
41.74,476.21
38.68,483.88
52.75,456.58
53.16,456.93
40.96,474.76
63.57,445.3
64.44,442.77
67.07,445.81
36.3,480.58
41.48,456.31
68.14,435.71
41.74,484.12
63.77,445.26
41.74,477.2
68.28,449.59
47.03,456.44
70.32,433.72
65.12,441.07
42.34,465.98
64.69,438.08
40.55,462.55
64.79,440.96
42.77,463.6
40.62,484.13
47.83,453.96
42.24,472.63
69.04,434.79
41.1,464.42
42.99,470.93
61.87,442.72
54.3,468.4
34.03,472.69
58.33,444.09
75.6,439.68
43.65,483.42
47.83,455.19
43.69,462.63
62.1,449.13
48.92,439.87
44.71,459.85
37.87,463.09
67.07,444.75
70.47,441.87
50.88,460.19
74.67,433.56
37.64,462.96
40.67,491.1
44.9,455.48
48.78,451.59
52.9,457.98
41.79,457.21
47.45,446.3
75.6,434.65
62.08,447.5
44.58,473.17
46.18,463.86
41.93,471.32
62.66,443.09
42.07,486.79
48.41,444.01
71.14,431.97
56.51,449.24
45.51,472.17
40.6,478.3
51.19,446.2
39.04,481.53
58.79,447.58
66.54,436.42
70.72,435.45
70.72,441.9
54.9,452.56
43.71,467.07
74.67,434.83
49.83,463.71
45,478.96
59.8,454.26
43.72,471.61
64.45,450.94
44.63,455.95
44.57,445.79
65.94,453.39
72.58,425.12
63.86,441.61
41.44,476.68
69.23,437.55
40,477.2
68.12,433.59
52.9,460.88
69.75,438.26
39.85,475.62
40.75,472.73
58.86,453.2
75.33,433.42
43.43,456.24
72.43,436.6
63.31,439.77
41.44,471.39
59.44,446.75
63.87,420.26
41.38,474.4
39.58,467.62
44.71,465.61
41.35,466.14
68.27,432.73
39.16,461.98
48.78,453.27
69.68,442.79
69.14,440.03
72.24,434.15
40.75,475.96
52.72,473.45
41.16,466.16
41.93,467.69
66.93,444.1
39.22,478.82
39.08,454.18
40.71,474.7
38.38,474.94
43.43,454.02
58.79,447.31
67.71,446.03
44.63,467.41
40.1,478.34
43.65,480.74
50.59,454.15
73.67,437.43
58.66,453.33
44.9,468.92
41.54,477.89
36.18,475.08
40.02,479.03
42.28,462.05
39.64,464.05
67.07,433.72
59.07,440.9
57.19,435.7
44.06,454.59
66.44,444.02
68.61,447.57
38.91,476.57
58.62,449.12
66.54,433.86
64.27,450.82
47.01,454.48
70.32,440.67
47.43,453.5
43.14,461.14
71.06,432.14
56.03,457.66
65.06,439.81
69.48,435.38
57.19,446.46
41.58,463.36
63.31,439.15
67.69,430.72
38.78,463.47
39.9,490.79
40.03,472.65
68.67,442.29
56.53,454.54
48.04,465.99
68.37,442.66
61.47,447.27
59.74,450.46
40.67,475.96
40.75,474.26
67.45,447.64
38.52,451.16
69.48,448.79
56.57,442.94
66.54,431.81
59.57,440.67
41.03,481.73
61.02,437.31
59.87,441.94
69.84,427.53
66.49,439.72
69.59,433.4
49.3,442.11
56.65,456.03
38.5,489.52
73.68,433.32
69.13,425.75
41.03,485.5
62.52,450.93
35.19,489.36
59.21,438.7
48.98,457.55
46.48,450.74
41.58,464.57
58.41,451.74
61.27,451.95
62.44,438.87
69.14,436.59
66.44,427.55
38.58,460.54
58.41,445.39
65.59,452.76
66.85,440.98
41.17,475.64
46,454.02
64.79,449.1
58.05,433.77
39.4,485.94
71.14,432.58
68.61,450.89
40.77,480.38
59.43,440.26
73.42,430.46
64.27,444.21
40.12,457.05
62.1,450.83
63.21,440.15
70.79,428.5
54.3,464.39
40.1,470.65
58.98,442.65
41.79,455.24
69.88,437.84
71.37,433.7
44.03,471.79
59.15,452.03
43.56,463.35
74.93,434.09
52.84,438.25
65.51,445.67
45.38,459.39
70.02,443.53
75.6,438.24
73.03,436.05
57.5,451.7
38.5,487.19
59.21,442.38
57.76,455.13
42.49,478.75
63.76,436.73
59.87,444.04
62.1,455.29
59.39,450.14
59.14,439.78
68.28,450.57
71.85,425.16
56.53,455.25
39.16,484.34
70.98,432.96
49.39,459.38
49.78,450.44
63.09,451.37
40,460.42
49.3,440.75
49.21,457.7
77.95,433.01
66.56,437.11
73.88,435.91
39.66,481.77
41.39,480.54
54.3,463.63
58.96,459.12
42.86,465.36
39.64,490.02
71.06,432.08
44.84,466.12
41.78,466.68
51.86,461.14
41.16,462.94
49.82,452.3
73.68,441.34
39.64,471.69
44.89,450.39
64.05,442.3
58.79,447.93
58.71,448.17
40.78,471.11
42.86,473.13
60.84,443.89
35.77,482.8
63.47,440.11
43.52,478.38
74.16,432.05
44.58,481.85
40.67,493.3
39.22,471.47
69.05,433.19
39.4,483.77
58.49,444.19
53.29,463.32
40.89,470.44
38.18,476.83
79.74,436.48
41.03,491.84
60.37,438.59
40.64,472.86
71.25,430.88
39.64,463.91
49.82,450.75
54.9,454.67
50.66,455.71
69.71,437.52
69.59,437.2
57.85,445.1
40.69,477.76
59.43,442.99
39.72,455.58
45.78,462.88
61.47,437.01
71.37,432.04
42.03,474.65
40.71,467.62
40.23,474.92
37.5,471.38
56.65,456.29
66.54,440
50.9,460.86
40,458.76
62.1,452.51
51.43,449.98
43.02,467.83
63.31,452.42
38.56,479.78
41.1,467.32
51.3,448.27
71.29,434.48
50.78,443.8
64.96,430.24
40.78,459.04
40.35,484.57
70.94,442.4
69.51,442.82
42.34,463.71
43.14,469.73
41.17,489.62
48.78,455.11
68.14,437.63
43.65,479.78
55.28,451.29
63.56,442.4
70.32,429.23
58.86,456.49
58.59,443.85
59.15,449.14
41.39,486.35
70.02,438.84
63.94,452.71
63.94,441.44
49.25,458.42
58.2,448.17
44.89,442.38
71.85,440.4
80.18,430.16
38.68,483.72
73.21,433.43
74.99,433.63
52.3,447.5
73.17,433.78
69.34,436.5
69.71,434.33
68.08,445.96
59.21,442.31
67.69,432.64
50.59,469.33
53.16,457.73
43.69,487.83
52.3,442.76
39.61,480.86
52.3,441.21
36.3,478.55
69.13,430.11
43.34,460.4
59.14,437.85
40.66,466.55
39.52,465.09
77.24,432.49
73.68,433.43
48.98,448.56
73.18,437.92
70.79,426.85
41.16,471
38.08,478.5
58.59,452.18
74.78,438.19
61.27,455.75
51.95,448.5
43.69,474.97
36.66,479.13
50.88,459.37
42.32,463.71
39.96,475.96
66.86,451.44
66.75,434.16
69.14,439.03
39.81,488.27
42.85,488.85
63.07,442.87
39.82,471.31
51.19,446.17
74.22,438.67
41.39,474.19
39.99,477.31
45.08,465.31
56.85,442.63
62.66,439.58
65.18,442.43
40.35,477.23
42.86,464.36
41.1,451.95
62.04,444.42
65.94,452.66
73.18,429.31
45.08,465.69
73.67,427.15
63.94,447.13
40.62,479.97
71.64,435.98
48.79,464.12
64.44,444.35
73.5,432.41
63.07,444.72
51.3,452.7
41.38,474.46
41.14,473.56
40.07,494.3
39.3,469.41
66.05,442.22
67.45,440.17
69.88,434.79
68.08,437.01
57.76,452.27
41.16,463.39
51.95,449.07
40.62,473.16
41.16,464.85
63.56,440.8
48.41,442.62
69.14,433.96
47.03,460.08
69.13,430.17
67.45,445.1
75.6,438.92
76.86,432.6
45.01,448.69
52.72,462.64
73.18,427.22
62.26,447.4
41.92,483.38
40.55,465.09
40.02,478.01
34.03,478.77
41.44,478.79
48.98,454.06
58.86,445.17
54.9,456.88
38.06,483.56
75.08,436.3
41.58,465.45
73.68,428.8
44.71,486.91
69.71,441.29
56.85,439.86
48.6,439.99
44.9,468.69
39.58,467.77
40.07,494.75
51.19,443.87
59.8,453.45
60.37,437.6
73.03,439.74
62.96,443.48
70.98,431.01
77.54,430.86
45,475.9
41.79,455.85
40.03,470.31
39.61,475.64
61.27,450.07
60.29,445.61
46.36,460.73
41.79,456.75
40.73,463.6
71.73,434.08
50.78,443.3
49.16,445.36
71.25,442.26
58.33,446.01
45.87,447.02
48.6,440.06
71.14,430.55
44.89,456.86
40.22,480.73
42.34,466.52
63.86,446.22
44.06,459.73
73.5,429.18
39.9,485.86
57.19,442.51
40.03,472.31
48.41,440.63
45.61,456.71
47.83,465.13
50.9,462.68
59.22,441.57
34.03,476.06
67.45,435.08
63.91,447.9
58.95,451.96
62.52,451.69
71.25,438.85
66.54,430.92
60.07,451.89
71.8,437.2
53.82,462.52
64.05,433.63
37.2,471.24
40.69,480.18
50.78,449.6
65.61,441.33
38.52,451.96
68.27,428.6
69.98,425.35
44.21,469.12
53.16,457.81
63.31,450.68
39.99,484.04
69.23,443.85
44.21,462.19
63.9,442.89
40.8,476.88
63.87,446.42
54.2,439.47
64.44,440.26
41.01,471.15
45.09,467.2
63.31,453.16
48.98,454.41
61.27,454.72
73.88,436.6
43.79,465.3
41.06,476.91
36.25,480.68
62.1,453.01
44.9,456.11
58.66,451.96
45.87,455.83
75.6,441.04
61.47,443.67
65.12,449.42
40.69,471.05
68.14,427.25
40.81,479.96
40.27,474.68
71.22,437.96
68.84,439.71
44.63,469.64
52.75,465.48
68.28,443.24
64.45,451.16
68.63,448.9
40.62,482.1
35.4,467.95
62.96,450.57
44.58,466.2
67.22,447.67
39.64,478.63
39.35,471.85
